case_id,corpus,status,current_utterance,history,first_divergence_stage,root_cause_id,severity,cutover_blocker,confidence,reason,execution_boundary,failed_turn_index,actual_rejection,observed_axes,downstream_effect,evidence,evidence_hash,complete_semantic_gold_evaluable,full_plan_accuracy,retained_missing_labels
G81-080,100_PARSER_AXIS_GOLD,FAIL,取消地区限制,"[""只看上海的医院""]",TASK_OPERATION,RC-OP-ATOMIC,P0,True,PROVEN,Atomic CLEAR/REPLACE intent is represented as REMOVE or REMOVE+ADD. S81-012 has a correct REPLACE draft conflicting with earlier parse markers; the native guard rejects.,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": true, ""operation"": false}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",580cc8e8736b6a48aa6c20af47388bde29c562d6fc28eaee4361c3b1ff8c3c77,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-081,100_PARSER_AXIS_GOLD,PASS,增加按销售公司分组,"[""销售额按业务员分组""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": true, ""operation"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",0d1d6fa653b1af52e7ecadb795167fca5384a1e0652924013572c5bc3f26b0ef,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-082,100_PARSER_AXIS_GOLD,FAIL,把医院换成经销商,"[""销售额按医院分组""]",EVALUATOR_GAP,RC-EVAL-TURN-PROXY,P2,True,PROVEN,A context-free parser signal projection is scored as final turn resolution. normalize omits the native REMOVE/CLEAR dependency rule and never executes TurnResolver/current state. Full raw parses are not retained in this100-case result; production first divergence is unproven.,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": false, ""operation"": false}","[{""stage"": ""TURN_RESOLUTION"", ""evidence"": ""Recorded parser axis mismatch"", ""axis"": ""turn_relation"", ""causal_order"": ""Co-observed proxy; not an independently counted production defect""}, {""stage"": ""TASK_OPERATION"", ""evidence"": ""Recorded parser axis mismatch"", ""axis"": ""operation"", ""causal_order"": ""Co-observed proxy; not an independently counted production defect""}, {""stage"": ""EVALUATOR_GAP"", ""evidence"": ""Full runtime verdict is NOT_EVALUATED; raw score remains FAIL""}]","[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",a3be250220f004803ca31ed9f092f4e0af4efed13092603020b7f13bd3240d63,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-083,100_PARSER_AXIS_GOLD,PASS,不要按业务员分组,"[""销售额按城市和业务员分组""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": true, ""operation"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",7b41eb5bf0b23efbb64dc0d128d8a926a95457fa527954d13eb5f75fb6f86f4d,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-084,100_PARSER_AXIS_GOLD,FAIL,取消时间限制,"[""最近一年订单笔数""]",EVALUATOR_GAP,RC-EVAL-TURN-PROXY,P2,True,PROVEN,A context-free parser signal projection is scored as final turn resolution. normalize omits the native REMOVE/CLEAR dependency rule and never executes TurnResolver/current state. Full raw parses are not retained in this100-case result; production first divergence is unproven.,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": false, ""operation"": true}","[{""stage"": ""TURN_RESOLUTION"", ""evidence"": ""Recorded parser axis mismatch"", ""axis"": ""turn_relation"", ""causal_order"": ""Co-observed proxy; not an independently counted production defect""}, {""stage"": ""EVALUATOR_GAP"", ""evidence"": ""Full runtime verdict is NOT_EVALUATED; raw score remains FAIL""}]","[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",9cff4518d9cafb2b9b949f136da929a0a0bb3ec1f1ec2be518b6cb19db7a9eab,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-085,100_PARSER_AXIS_GOLD,PASS,只看前5条,"[""列出医院名单""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",5fefce5828e22cac72516f03329df3d90426bd0f1b7cc6bdf8bcbbef83ddbdba,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-086,100_PARSER_AXIS_GOLD,PASS,现在查询销售总成本,"[""列出商品名单""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",321227835909d0ede6db7b7e7bf724c0e0897253f8677b5e158375cb53be1f2a,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-087,100_PARSER_AXIS_GOLD,PASS,医院名称字段来自哪个表？,"[""上海销售额""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",79c79b544b44106ef41f64f986367c6e8fc02eea15d6f26d5f7689b2e8570246,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-088,100_PARSER_AXIS_GOLD,PASS,返回之前的医院名单,"[""查询订单笔数""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",bbcece14ba490db55ce2a51d46aa06e03fcd2300c7b27cf5fc211b3bbcb7ed52,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-089,100_PARSER_AXIS_GOLD,PASS,改成不含税销售总额,"[""含税销售总额""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": true, ""operation"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",64605b49885779a5377173e6c1397f6aea3463a0c1f1d33d32c7d889e20e0271,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-090,100_PARSER_AXIS_GOLD,FAIL,继续看下一页,"[""按季度看订单笔数""]",EVALUATOR_GAP,RC-EVAL-TURN-PROXY,P2,True,PROVEN,A context-free parser signal projection is scored as final turn resolution. normalize omits the native REMOVE/CLEAR dependency rule and never executes TurnResolver/current state. Full raw parses are not retained in this100-case result; production first divergence is unproven.,CURRENT_TURN_PARSER_ONLY,,,"{""turn_relation"": false}","[{""stage"": ""TURN_RESOLUTION"", ""evidence"": ""Recorded parser axis mismatch"", ""axis"": ""turn_relation"", ""causal_order"": ""Co-observed proxy; not an independently counted production defect""}, {""stage"": ""EVALUATOR_GAP"", ""evidence"": ""Full runtime verdict is NOT_EVALUATED; raw score remains FAIL""}]","[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",dd72c5f525e20098f5adcb6e51a5a2fa1a08ef1a832dcc86802dd76a6a478d15,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-091,100_PARSER_AXIS_GOLD,FAIL,只看前5条,"[""当前已有医院名单""]",EVALUATOR_GAP,RC-EVAL-DATASET-PROXY,P2,True,PROVEN,Current utterance parser returns no query shape for display-limit continuation; the Gold expects a dataset route requiring existing dataset/state that this parser runner does not execute.,CURRENT_TURN_PARSER_ONLY,,,"{""query_shape"": false}","[{""stage"": ""QUERY_SHAPE"", ""evidence"": ""Recorded parser axis mismatch"", ""axis"": ""query_shape"", ""causal_order"": ""Co-observed proxy; not an independently counted production defect""}, {""stage"": ""EVALUATOR_GAP"", ""evidence"": ""Full runtime verdict is NOT_EVALUATED; raw score remains FAIL""}]","[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",7710731928e763e77d1c2a3c1599f44243af8576435340b100b0d67b6fc205da,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-092,100_PARSER_AXIS_GOLD,PASS,订单笔数最高的5家医院,[],,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""query_shape"": true, ""mentions"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",e526d3691446721df928aafd85e436b7127452fc093cbbbd55abb43574ca76d9,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-093,100_PARSER_AXIS_GOLD,FAIL,医院名称字段来自哪个表？,[],QUERY_SHAPE,RC-SHAPE-LINEAGE,P1,True,PROVEN,The explicit field-source/table question predicts METADATA_LOOKUP instead of LINEAGE_GRAPH; target mention is present.,CURRENT_TURN_PARSER_ONLY,,,"{""query_shape"": false}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",a7746c024876f643b248d8b025305365207663c422238a96b17515cd005af47b,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-094,100_PARSER_AXIS_GOLD,FAIL,列出TDC-3合作医院,[],MENTION_BOUNDARY,RC-BOUNDARY-OBJECT,P1,True,PROVEN,Current semantic spans absorb list/record/relation cue text into the entity object; exact catalog surface is no longer a separate mention.,CURRENT_TURN_PARSER_ONLY,,,"{""mentions"": false}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",46b2aae14a2fd1aacd62f9404238842db08965b205d4f923ea8c12a5e1858dc4,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-095,100_PARSER_AXIS_GOLD,PASS,按商品名称统计销售总数量,[],,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""query_shape"": true, ""mentions"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",3f5cf34fcb4be689ecaa82197bab4806e81d650e57c5383fc8a7e5efdf9ce3ba,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-096,100_PARSER_AXIS_GOLD,PASS,返回商品名称,[],,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""mentions"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",fc0c443fdb74dbb225887a4d9138ce5ea8c878fd9d7143cf25367bc3b5cbe88d,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-097,100_PARSER_AXIS_GOLD,PASS,统计销售数量,[],,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""query_shape"": true, ""mentions"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",d8f1f5dc5855c5c84701d4b208db870d2dabd909882e61693c0acb7296fedd62,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-098,100_PARSER_AXIS_GOLD,PASS,列出订单中的销售数量字段,[],,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""query_shape"": true, ""mentions"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",c0a83c30f3f40f69e84b524bbbed1bfe8cea3eecf2c051d11ce191f1a783fbd3,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-099,100_PARSER_AXIS_GOLD,PASS,按月查看销售总成本走势,[],,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""query_shape"": true, ""mentions"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",efe85afa31859db6a3d6d20b5eff747d7829ecd990e2e1f3ad69175a549291e1,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
G81-100,100_PARSER_AXIS_GOLD,PASS,2026年1月的订单笔数是多少,[],,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,CURRENT_TURN_PARSER_ONLY,,,"{""query_shape"": true, ""mentions"": true}",[],"[""docs/v2_cutover/transition_runner/parser_v8_predictions.jsonl"", ""docs/cutover/evaluation_gates/gold_axes.jsonl"", ""tools/cutover/run_parser_benchmark.py:25""]",636342cdacc0fa15aa58da9dc4b499aca383b7e0c30854a68d77b133ec91c1e1,False,NOT_ESTABLISHED,"[""SQL"", ""source_result"", ""canonical_binding"", ""complete_task_state""]"
S81-001,20_TRANSITION_GOLD,PASS,再加订单笔数,"[""含税销售总额和销售总数量""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,RAW_PLANNER_NATIVE_PIN_STATE_REDUCER_COMPILER,,,"{""time_relation"": ""ABSENT"", ""time_grain"": ""NONE"", ""metric_surfaces"": [""订单笔数"", ""含税销售总额"", ""销售总数量""], ""dimension_surfaces"": [], ""canonical_metrics"": [""METRIC:order_count"", ""METRIC:sales_total_including_tax"", ""METRIC:sales_total_quantity""], ""canonical_dimensions"": [], ""target_task"": ""PREVIOUS"", ""turn_relation"": ""FOLLOW_UP"", ""clarification_decision"": ""NO_ASK"", ""slot_operations"": [""ADD""], ""metric_operations"": [""ADD""], ""dimension_operations"": []}",[],"[""docs/v2_cutover/value_probe/live_turns.json"", ""docs/v2_cutover/value_probe/replay_receipts.json"", ""docs/cutover/state_evaluation/transition_gold.jsonl""]",e35e661b6ec9b14de77b37e6302c12d25e268e8fe753f0d64b43c67f1024af00,False,NOT_ESTABLISHED,"[""complete_semantic_plan"", ""source_SQL_result"", ""scope_reuse_runtime"", ""full_clarification_trace""]"
S81-002,20_TRANSITION_GOLD,PASS,把指标换成订单笔数,"[""含税销售总额和销售总数量""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,RAW_PLANNER_NATIVE_PIN_STATE_REDUCER_COMPILER,,,"{""time_relation"": ""ABSENT"", ""time_grain"": ""NONE"", ""metric_surfaces"": [""订单笔数""], ""dimension_surfaces"": [], ""canonical_metrics"": [""METRIC:order_count""], ""canonical_dimensions"": [], ""target_task"": ""PREVIOUS"", ""turn_relation"": ""FOLLOW_UP"", ""clarification_decision"": ""NO_ASK"", ""slot_operations"": [""REPLACE""], ""metric_operations"": [""REPLACE""], ""dimension_operations"": []}",[],"[""docs/v2_cutover/value_probe/live_turns.json"", ""docs/v2_cutover/value_probe/replay_receipts.json"", ""docs/cutover/state_evaluation/transition_gold.jsonl""]",6ed69bbe92ccebb2d89a1902ba86d27ab6828b54dad6a36035233029dfe7c22d,False,NOT_ESTABLISHED,"[""complete_semantic_plan"", ""source_SQL_result"", ""scope_reuse_runtime"", ""full_clarification_trace""]"
S81-003,20_TRANSITION_GOLD,PASS,不要订单笔数,"[""含税销售总额和订单笔数""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,RAW_PLANNER_NATIVE_PIN_STATE_REDUCER_COMPILER,,,"{""time_relation"": ""ABSENT"", ""time_grain"": ""NONE"", ""metric_surfaces"": [""含税销售总额""], ""dimension_surfaces"": [], ""canonical_metrics"": [""METRIC:sales_total_including_tax""], ""canonical_dimensions"": [], ""target_task"": ""PREVIOUS"", ""turn_relation"": ""FOLLOW_UP"", ""clarification_decision"": ""NO_ASK"", ""slot_operations"": [""REMOVE""], ""metric_operations"": [""REMOVE""], ""dimension_operations"": []}",[],"[""docs/v2_cutover/value_probe/live_turns.json"", ""docs/v2_cutover/value_probe/replay_receipts.json"", ""docs/cutover/state_evaluation/transition_gold.jsonl""]",e2f6f30e45f1b9bc4b6912d4d0995dc5eb710bd4a21bab8f19947c7b50e9fff9,False,NOT_ESTABLISHED,"[""complete_semantic_plan"", ""source_SQL_result"", ""scope_reuse_runtime"", ""full_clarification_trace""]"
S81-004,20_TRANSITION_GOLD,FAIL,按季度,"[""上海最近一年含税销售总额"", ""不限地区""]",ENTITY_VALUE_GROUNDING,RC-VALUE-CANDIDATES,P1,True,PROVEN,Selected city-name field has no exact abbreviation match and exceeds bounded enumeration. No accepted scoped approximate-value candidate path is available. Choosing province is not declared business truth for these cases.,RAW_PLANNER_NATIVE_PIN_STATE_REDUCER_COMPILER,0,V2_SOURCE_VALUE_PROBE_CARDINALITY_EXCEEDED,{},"[{""stage"": ""SEMANTIC_QUERY_IR"", ""evidence"": ""Current target utterance was not reached after real history failed; no separate lineage/new-task/clear bug claimed""}]","[""docs/v2_cutover/value_probe/live_turns.json"", ""docs/v2_cutover/value_probe/replay_receipts.json"", ""docs/cutover/state_evaluation/transition_gold.jsonl""]",29f68a44070fa0a400b748170ad05cd892f51d23eaa615d93ec497513e0c5033,False,NOT_ESTABLISHED,"[""complete_semantic_plan"", ""source_SQL_result"", ""scope_reuse_runtime"", ""full_clarification_trace""]"
S81-005,20_TRANSITION_GOLD,FAIL,那江苏呢？,"[""上海最近一年含税销售总额""]",ENTITY_VALUE_GROUNDING,RC-VALUE-CANDIDATES,P1,True,PROVEN,Selected city-name field has no exact abbreviation match and exceeds bounded enumeration. No accepted scoped approximate-value candidate path is available. Choosing province is not declared business truth for these cases.,RAW_PLANNER_NATIVE_PIN_STATE_REDUCER_COMPILER,0,V2_SOURCE_VALUE_PROBE_CARDINALITY_EXCEEDED,{},"[{""stage"": ""SEMANTIC_QUERY_IR"", ""evidence"": ""Current target utterance was not reached after real history failed; no separate lineage/new-task/clear bug claimed""}]","[""docs/v2_cutover/value_probe/live_turns.json"", ""docs/v2_cutover/value_probe/replay_receipts.json"", ""docs/cutover/state_evaluation/transition_gold.jsonl""]",90396a264d0398158cddf79aa03105533393a52a6c7d3a1a1c6332686e5aafa7,False,NOT_ESTABLISHED,"[""complete_semantic_plan"", ""source_SQL_result"", ""scope_reuse_runtime"", ""full_clarification_trace""]"
S81-006,20_TRANSITION_GOLD,FAIL,换成江苏,"[""上海含税销售总额""]",TASK_OPERATION,RC-EDIT-COVERAGE,P1,True,PROVEN,"The draft declares source-value requests but emits no filter effect using them, despite current filter evidence. The request-use coverage guard rejects before source lookup.",RAW_PLANNER_NATIVE_PIN_STATE_REDUCER_COMPILER,0,V2_SOURCE_VALUE_REQUEST_NOT_APPLIED,{},"[{""stage"": ""SEMANTIC_QUERY_IR"", ""evidence"": ""Current target utterance was not reached after real history failed; no separate lineage/new-task/clear bug claimed""}]","[""docs/v2_cutover/value_probe/live_turns.json"", ""docs/v2_cutover/value_probe/replay_receipts.json"", ""docs/cutover/state_evaluation/transition_gold.jsonl""]",04774fb83da9f3eef38de524d6c6c7d3d526960a724652304bd11a560753dda0,False,NOT_ESTABLISHED,"[""complete_semantic_plan"", ""source_SQL_result"", ""scope_reuse_runtime"", ""full_clarification_trace""]"
S81-007,20_TRANSITION_GOLD,FAIL,地区再加江苏,"[""上海和北京含税销售总额""]",TASK_OPERATION,RC-EDIT-COVERAGE,P1,True,PROVEN,"The draft declares source-value requests but emits no filter effect using them, despite current filter evidence. The request-use coverage guard rejects before source lookup.",RAW_PLANNER_NATIVE_PIN_STATE_REDUCER_COMPILER,0,V2_SOURCE_VALUE_REQUEST_NOT_APPLIED,{},"[{""stage"": ""SEMANTIC_QUERY_IR"", ""evidence"": ""Current target utterance was not reached after real history failed; no separate lineage/new-task/clear bug claimed""}]","[""docs/v2_cutover/value_probe/live_turns.json"", ""docs/v2_cutover/value_probe/replay_receipts.json"", ""docs/cutover/state_evaluation/transition_gold.jsonl""]",16a2ba9532c78d47c75410a720222a9c56f16ea40c8eed2dfb4948b98dcb9bbc,False,NOT_ESTABLISHED,"[""complete_semantic_plan"", ""source_SQL_result"", ""scope_reuse_runtime"", ""full_clarification_trace""]"
S81-008,20_TRANSITION_GOLD,FAIL,不要北京,"[""上海和北京含税销售总额""]",TASK_OPERATION,RC-EDIT-COVERAGE,P1,True,PROVEN,"The draft declares source-value requests but emits no filter effect using them, despite current filter evidence. The request-use coverage guard rejects before source lookup.",RAW_PLANNER_NATIVE_PIN_STATE_REDUCER_COMPILER,0,V2_SOURCE_VALUE_REQUEST_NOT_APPLIED,{},"[{""stage"": ""SEMANTIC_QUERY_IR"", ""evidence"": ""Current target utterance was not reached after real history failed; no separate lineage/new-task/clear bug claimed""}]","[""docs/v2_cutover/value_probe/live_turns.json"", ""docs/v2_cutover/value_probe/replay_receipts.json"", ""docs/cutover/state_evaluation/transition_gold.jsonl""]",dc962e436900938b6b6b9a44a62c852dbaf67f0c5b26450b94f07b320ba3916f,False,NOT_ESTABLISHED,"[""complete_semantic_plan"", ""source_SQL_result"", ""scope_reuse_runtime"", ""full_clarification_trace""]"
S81-009,20_TRANSITION_GOLD,FAIL,江苏有哪些医院？,"[""上海最近一年含税销售总额""]",ENTITY_VALUE_GROUNDING,RC-VALUE-CANDIDATES,P1,True,PROVEN,Selected city-name field has no exact abbreviation match and exceeds bounded enumeration. No accepted scoped approximate-value candidate path is available. Choosing province is not declared business truth for these cases.,RAW_PLANNER_NATIVE_PIN_STATE_REDUCER_COMPILER,0,V2_SOURCE_VALUE_PROBE_CARDINALITY_EXCEEDED,{},"[{""stage"": ""SEMANTIC_QUERY_IR"", ""evidence"": ""Current target utterance was not reached after real history failed; no separate lineage/new-task/clear bug claimed""}]","[""docs/v2_cutover/value_probe/live_turns.json"", ""docs/v2_cutover/value_probe/replay_receipts.json"", ""docs/cutover/state_evaluation/transition_gold.jsonl""]",3d022e786974992f4008aec06d8e188895782916cf132a067cf702ed136cb481,False,NOT_ESTABLISHED,"[""complete_semantic_plan"", ""source_SQL_result"", ""scope_reuse_runtime"", ""full_clarification_trace""]"
S81-010,20_TRANSITION_GOLD,FAIL,切换话题：查询订单笔数,"[""上海最近一年含税销售总额""]",ENTITY_VALUE_GROUNDING,RC-VALUE-CANDIDATES,P1,True,PROVEN,Selected city-name field has no exact abbreviation match and exceeds bounded enumeration. No accepted scoped approximate-value candidate path is available. Choosing province is not declared business truth for these cases.,RAW_PLANNER_NATIVE_PIN_STATE_REDUCER_COMPILER,0,V2_SOURCE_VALUE_PROBE_CARDINALITY_EXCEEDED,{},"[{""stage"": ""SEMANTIC_QUERY_IR"", ""evidence"": ""Current target utterance was not reached after real history failed; no separate lineage/new-task/clear bug claimed""}]","[""docs/v2_cutover/value_probe/live_turns.json"", ""docs/v2_cutover/value_probe/replay_receipts.json"", ""docs/cutover/state_evaluation/transition_gold.jsonl""]",8f13a98c71a0b7e7e74e0fc2aae94f1b0de65fc7ca286a0ccc27a5b442f18a73,False,NOT_ESTABLISHED,"[""complete_semantic_plan"", ""source_SQL_result"", ""scope_reuse_runtime"", ""full_clarification_trace""]"
S81-011,20_TRANSITION_GOLD,PASS,增加按城市分组,"[""按医院统计含税销售总额""]",,,,False,PASS_FOR_LISTED_AXES_ONLY,All supplied labeled axes passed; full semantic acceptance is not established,RAW_PLANNER_NATIVE_PIN_STATE_REDUCER_COMPILER,,,"{""time_relation"": ""ABSENT"", ""time_grain"": ""NONE"", ""metric_surfaces"": [""含税销售总额""], ""dimension_surfaces"": [""城市"", ""医院""], ""canonical_metrics"": [""METRIC:sales_total_including_tax""], ""canonical_dimensions"": [""DIMENSION:city"", ""DIMENSION:hospital""], ""target_task"": ""PREVIOUS"", ""turn_relation"": ""FOLLOW_UP"", ""clarification_decision"": ""NO_ASK"", ""slot_operations"": [""ADD""], ""metric_operations"": [], ""dimension_operations"": [""ADD""]}",[],"[""docs/v2_cutover/value_probe/live_turns.json"", ""docs/v2_cutover/value_probe/replay_receipts.json"", ""docs/cutover/state_evaluation/transition_gold.jsonl""]",a577baf2d8911e5f0b58492a94292c65a475c45d08c63f26221a8b979fc5a1cb,False,NOT_ESTABLISHED,"[""complete_semantic_plan"", ""source_SQL_result"", ""scope_reuse_runtime"", ""full_clarification_trace""]"
