failure_id,source,test_nodeids,historical_case_ids,conversation_history,current_utterance,expected_behavior,actual_behavior,affected_business_capability,repeatability,first_divergence_stage,root_cause_class,severity,owning_service,evidence,status,failure_signature,signature_id,baseline_status,baseline_root_cause_class,final_test_outcomes,evidence_need
real-023,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-023""]",独立趋势请求,按月分析外周插管中心静脉导管的销售趋势。,返回时间粒度和趋势结果,COMPLETED但字段断言失败,ASL_CONTRACT_FAILURE,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-023"", ""docs/phase2/failure_trace_replay.jsonl#real-023"", ""Historical proposed stage (not proved): ASL"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|ANALYSIS|NEW_TASK|fields|analysis_projection_alignment,2c784b257dc2659c,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
real-024,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-024""]",前一轮月粒度趋势,改成按季度，其他条件不变。,返回季度粒度趋势,COMPLETED但字段断言失败,ASL_CONTRACT_FAILURE,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-024"", ""docs/phase2/failure_trace_replay.jsonl#real-024"", ""Historical proposed stage (not proved): ASL"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|ANALYSIS|REPLACE|time_grain|grain_not_reconciled,84e2b44d10bede4a,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
real-025,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-025""]",独立改写,以月份为粒度分析外周插管中心静脉导管的销售趋势。,返回月份粒度结果,COMPLETED但字段断言失败,ASL_CONTRACT_FAILURE,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-025"", ""docs/phase2/failure_trace_replay.jsonl#real-025"", ""Historical proposed stage (not proved): ASL"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|ANALYSIS|NEW_TASK|fields|analysis_projection_alignment,2c784b257dc2659c,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
real-026,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-026""]",独立实体变体,按月分析空心纤维血液透析器的销售趋势。,返回月份粒度结果,COMPLETED但字段断言失败,ASL_CONTRACT_FAILURE,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-026"", ""docs/phase2/failure_trace_replay.jsonl#real-026"", ""Historical proposed stage (not proved): ASL"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|ANALYSIS|NEW_TASK|fields|analysis_projection_alignment,2c784b257dc2659c,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
real-027,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-027""]",前一轮医院名单,只返回前5个，其他筛选条件不变。,只返回5行,COMPLETED但返回43行,DATASET_OPERATION_FAILURE,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-027"", ""docs/phase2/failure_trace_replay.jsonl#real-027"", ""Historical proposed stage (not proved): DATASET_TRANSFORM"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|ANALYSIS|DISPLAY_LIMIT|dataset|limit_or_projection_not_preserved,f8eca0a595afa690,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
real-028,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-028""]",独立关系查询,查询空心纤维血液透析器合作的医院名单。,满足医院名单契约,COMPLETED但0行且缺医院字段,RELATION_PROJECTION_FAILURE,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-028"", ""docs/phase2/failure_trace_replay.jsonl#real-028"", ""Historical proposed stage (not proved): UNKNOWN_ASL_OR_RESULT"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|RELATIONSHIP|NEW_TASK|fields|relationship_projection_alignment,3b7de2f0d6d82d05,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
real-029,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-029""]",前一轮经销商名单,只返回前5个，其他筛选条件不变。,只返回5行,COMPLETED但返回40行,DATASET_OPERATION_FAILURE,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-029"", ""docs/phase2/failure_trace_replay.jsonl#real-029"", ""Historical proposed stage (not proved): DATASET_TRANSFORM"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|ANALYSIS|DISPLAY_LIMIT|dataset|limit_or_projection_not_preserved,f8eca0a595afa690,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
real-030,"[""HISTORICAL_PARTIAL_TRACE""]",[],"[""real-030""]",前一轮商品-科室结果,只返回前5个，其他筛选条件不变。,只返回5行,COMPLETED但返回7行,DATASET_OPERATION_FAILURE,NOT_REPLAYABLE_WITH_AVAILABLE_STATE,UNKNOWN,UNKNOWN_NEEDS_EVIDENCE,P0,UNKNOWN,"[""docs/data_agent_failure_cases.jsonl#real-030"", ""docs/phase2/failure_trace_replay.jsonl#real-030"", ""Historical proposed stage (not proved): DATASET_TRANSFORM"", ""Need original state, stage outputs, catalog and dataset snapshots""]",UNKNOWN_NEEDS_EVIDENCE,UNKNOWN|ANALYSIS|DISPLAY_LIMIT|dataset|limit_or_projection_not_preserved,f8eca0a595afa690,UNKNOWN_NEEDS_EVIDENCE,UNKNOWN_NEEDS_EVIDENCE,{},"Original scoped pending/task/dataset state, structured intent, governed catalog version/candidates, ASL/SQL and validated result. Historical proposed stages are inferences only."
critical-01,"[""CRITICAL_SCENARIO_SUITE""]","[""tests/test_phase0b_critical.py::test_c01_region_followup_preserves_metric_and_period""]",[],上海最近一年销售额,那江苏呢？,FOLLOW_UP / REPLACE region; preserve metric/time,PASS,region,OFFLINE_FIXED_CLOCK_FIXTURE,TURN_ADMISSION,LEGACY_BEHAVIOR_DEBT,P1,DataAnalysis_Agent,"[""docs/phase0b/critical_before.json"", ""tests/test_phase0b_critical.py::test_c01_region_followup_preserves_metric_and_period"", ""User Critical Multi-turn Scenario 1"", ""docs/phase0b/final_verified_test_gate.json""]",PASS_AT_BASELINE,TURN_ADMISSION|LEGACY|FOLLOW_UP|region|region_replacement,14eb688aba7484a1,PASS_AT_BASELINE,LEGACY_BEHAVIOR_DEBT,"{""tests/test_phase0b_critical.py::test_c01_region_followup_preserves_metric_and_period"": ""passed""}",
critical-02,"[""CRITICAL_SCENARIO_SUITE""]","[""tests/test_phase0b_critical.py::test_c02_complete_new_hospital_task_does_not_inherit_sales""]",[],上海最近一年销售额,江苏有哪些医院？,NEW TASK; no inherited sales or fabricated product filter,"def test_c02_complete_new_hospital_task_does_not_inherit_sales():
        after, decision = turn(parse('上海最近一年销售额'), '江苏有哪些医院？')
        assert decision.relation == TurnRelation.STANDALONE_NEW_TOPIC
        assert after.primary_intent == PrimaryIntent.DETAIL_QUERY
        assert names(after) == []
        assert regions(after) == ['江苏省']
>       assert not any(f['field'] == '商品名称' for f in after.filters)
E       assert not True
E        +  where True = any(<generator object test_c02_complete_new_hospital_task_does_not_inherit_sales.<locals>.<genexpr> at 0x000001BB79D15560>)

tests\test_phase0b_critical.py:60: AssertionError",filters,OFFLINE_FIXED_CLOCK_FIXTURE,RULE_PARSE,REAL_PRODUCTION_BUG,P0,DataAnalysis_Agent,"[""docs/phase0b/critical_before.json"", ""tests/test_phase0b_critical.py::test_c02_complete_new_hospital_task_does_not_inherit_sales"", ""User Critical Multi-turn Scenario 2"", ""docs/phase0b/final_verified_test_gate.json""]",FIXED,RULE_PARSE|LEGACY|NEW_TASK|filters|structural_text_becomes_product_filter,c19d3188adc16682,OPEN,REAL_PRODUCTION_BUG,"{""tests/test_phase0b_critical.py::test_c02_complete_new_hospital_task_does_not_inherit_sales"": ""passed""}",
critical-03,"[""CRITICAL_SCENARIO_SUITE""]","[""tests/test_phase0b_critical.py::test_c03_add_preserves_both_previous_metrics""]",[],销售额和销售量,再加订单笔数,Retain both old metrics and append order count,"def test_c03_add_preserves_both_previous_metrics():
        after, _ = turn(parse('销售额和销售量'), '再加订单笔数')
>       assert names(after) == ['销售额', '销售量', '订单笔数']
E       AssertionError: assert ['订单笔数'] == ['销售额', '销售量', '订单笔数']
E
E         At index 0 diff: '订单笔数' != '销售额'
E         Right contains 2 more items, first extra item: '销售量'
E         Use -v to get more diff

tests\test_phase0b_critical.py:65: AssertionError",metrics,OFFLINE_FIXED_CLOCK_FIXTURE,SLOT_MERGE,REAL_PRODUCTION_BUG,P0,DataAnalysis_Agent,"[""docs/phase0b/critical_before.json"", ""tests/test_phase0b_critical.py::test_c03_add_preserves_both_previous_metrics"", ""User Critical Multi-turn Scenario 3"", ""docs/phase0b/final_verified_test_gate.json""]",FIXED,SLOT_MERGE|LEGACY|ADD|metrics|add_becomes_replace,7ae375172b551089,OPEN,REAL_PRODUCTION_BUG,"{""tests/test_phase0b_critical.py::test_c03_add_preserves_both_previous_metrics"": ""passed""}",
critical-04,"[""CRITICAL_SCENARIO_SUITE""]","[""tests/test_phase0b_critical.py::test_c04_replace_region_removes_previous_region""]",[],上海销售额,换成江苏,Only Jiangsu region remains,PASS,region,OFFLINE_FIXED_CLOCK_FIXTURE,SLOT_MERGE,LEGACY_BEHAVIOR_DEBT,P1,DataAnalysis_Agent,"[""docs/phase0b/critical_before.json"", ""tests/test_phase0b_critical.py::test_c04_replace_region_removes_previous_region"", ""User Critical Multi-turn Scenario 4"", ""docs/phase0b/final_verified_test_gate.json""]",PASS_AT_BASELINE,SLOT_MERGE|LEGACY|REPLACE|region|region_replacement,ce4abba1af246fb3,PASS_AT_BASELINE,LEGACY_BEHAVIOR_DEBT,"{""tests/test_phase0b_critical.py::test_c04_replace_region_removes_previous_region"": ""passed""}",
critical-05,"[""CRITICAL_SCENARIO_SUITE""]","[""tests/test_phase0b_critical.py::test_c05_remove_metric_does_not_remove_remaining_metric""]",[],销售额和订单笔数,不要订单笔数,Retain sales amount only,"def test_c05_remove_metric_does_not_remove_remaining_metric():
        after, _ = turn(parse('销售额和订单笔数'), '不要订单笔数')
>       assert names(after) == ['销售额']
E       AssertionError: assert ['订单笔数'] == ['销售额']
E
E         At index 0 diff: '订单笔数' != '销售额'
E         Use -v to get more diff

tests\test_phase0b_critical.py:76: AssertionError",metrics,OFFLINE_FIXED_CLOCK_FIXTURE,SLOT_MERGE,REAL_PRODUCTION_BUG,P0,DataAnalysis_Agent,"[""docs/phase0b/critical_before.json"", ""tests/test_phase0b_critical.py::test_c05_remove_metric_does_not_remove_remaining_metric"", ""User Critical Multi-turn Scenario 5"", ""docs/phase0b/final_verified_test_gate.json""]",FIXED,SLOT_MERGE|LEGACY|REMOVE|metrics|removed_metric_restored,6594ea85bab05022,OPEN,REAL_PRODUCTION_BUG,"{""tests/test_phase0b_critical.py::test_c05_remove_metric_does_not_remove_remaining_metric"": ""passed""}",
critical-06,"[""CRITICAL_SCENARIO_SUITE""]","[""tests/test_phase0b_critical.py::test_c06_clear_region_survives_next_grain_turn""]",[],上海销售额 → 不限地区,按季度,Region remains empty after CLEAR,"def test_c06_clear_region_survives_next_grain_turn():
        cleared, _ = turn(parse('上海销售额'), '不限地区')
        after, _ = turn(cleared, '按季度')
        assert regions(cleared) == regions(after) == []
>       assert names(after) == ['销售额']
E       AssertionError: assert [] == ['销售额']
E
E         Right contains one more item: '销售额'
E         Use -v to get more diff

tests\test_phase0b_critical.py:83: AssertionError",region,OFFLINE_FIXED_CLOCK_FIXTURE,SLOT_MERGE,REAL_PRODUCTION_BUG,P0,DataAnalysis_Agent,"[""docs/phase0b/critical_before.json"", ""tests/test_phase0b_critical.py::test_c06_clear_region_survives_next_grain_turn"", ""User Critical Multi-turn Scenario 6"", ""docs/phase0b/final_verified_test_gate.json""]",FIXED,SLOT_MERGE|LEGACY|CLEAR|region|clear_loses_base_or_resurrects_filter,6f53e225c9109516,OPEN,REAL_PRODUCTION_BUG,"{""tests/test_phase0b_critical.py::test_c06_clear_region_survives_next_grain_turn"": ""passed""}",
critical-07,"[""CRITICAL_SCENARIO_SUITE""]","[""tests/test_phase0b_critical.py::test_c07_pending_cannot_capture_complete_new_task_with_missing_execution_slot""]",[],Pending metric choice,江苏有哪些医院？,NEW TASK even if default projection awaits governance,"def test_c07_pending_cannot_capture_complete_new_task_with_missing_execution_slot():
        previous = parse('上海销售额')
        previous.missing_slots = ['semantic_ambiguity']
        current = parse('江苏有哪些医院？')
        current.fields = []
        current.missing_slots = ['fields']
        decision = TurnAdmissionGate().evaluate(question=current.original_question, current=current, previous=previous, message_id='m2', pending=True)
>       assert decision.relation == TurnRelation.STANDALONE_NEW_TOPIC
E       AssertionError: assert <TurnRelation...ION_RESPONSE'> == <TurnRelation...NE_NEW_TOPIC'>
E
E         - STANDALONE_NEW_TOPIC
E         + CLARIFICATION_RESPONSE

tests\test_phase0b_critical.py:93: AssertionError",relation,OFFLINE_FIXED_CLOCK_FIXTURE,PENDING_ADMISSION,REAL_PRODUCTION_BUG,P0,DataAnalysis_Agent,"[""docs/phase0b/critical_before.json"", ""tests/test_phase0b_critical.py::test_c07_pending_cannot_capture_complete_new_task_with_missing_execution_slot"", ""User Critical Multi-turn Scenario 7"", ""docs/phase0b/final_verified_test_gate.json""]",FIXED,PENDING_ADMISSION|LEGACY|NEW_TASK|relation|pending_hijack,fc1411d4041047d8,OPEN,REAL_PRODUCTION_BUG,"{""tests/test_phase0b_critical.py::test_c07_pending_cannot_capture_complete_new_task_with_missing_execution_slot"": ""passed""}",
critical-08,"[""CRITICAL_SCENARIO_SUITE""]","[""tests/test_phase0b_critical.py::test_c08_field_lineage_does_not_require_metric""]",[],,医院名称字段来自哪个表？,Recognize field target; never request a metric,"def test_c08_field_lineage_does_not_require_metric():
        request = parse('医院名称字段来自哪个表？')
        assert request.primary_intent == PrimaryIntent.DATA_LINEAGE
>       assert 'metric' not in request.missing_slots
E       AssertionError: assert 'metric' not in ['metric']
E        +  where ['metric'] = CanonicalAnalysisRequest(schema_version='1.0', request_id=UUID('8bd6a869-bcad-4c26-9f7e-4959a84bd30a'), conversation_i..._mode='AUTO', confirmed_memory_ids=[], confirmed_preferences=[], dependency_constraints=[], pending_state_version=None).missing_slots

tests\test_phase0b_critical.py:100: AssertionError",lineage_target,OFFLINE_FIXED_CLOCK_FIXTURE,RULE_PARSE,REAL_PRODUCTION_BUG,P0,DataAnalysis_Agent,"[""docs/phase0b/critical_before.json"", ""tests/test_phase0b_critical.py::test_c08_field_lineage_does_not_require_metric"", ""User Critical Multi-turn Scenario 8"", ""docs/phase0b/final_verified_test_gate.json""]",FIXED,RULE_PARSE|LEGACY|NEW_TASK|lineage_target|lineage_requires_metric,03e1c8c8361b576f,OPEN,REAL_PRODUCTION_BUG,"{""tests/test_phase0b_critical.py::test_c08_field_lineage_does_not_require_metric"": ""passed""}",
critical-09,"[""CRITICAL_SCENARIO_SUITE""]","[""tests/test_phase0b_critical.py::test_c09_governed_default_display_is_used_without_field_question""]",[],Catalog fixture with governed default display,列出TDC-3合作医院,Use permitted governed projection; missing policy is a catalog gap,"def test_c09_governed_default_display_is_used_without_field_question():
        # A controlled catalog fixture, not a claim that the production catalog
        # already publishes this policy. The missing-policy contrast stays blocked.
>       from app.services import legacy_guards
E       ImportError: cannot import name 'legacy_guards' from 'app.services' (E:\YouoAgent\DataAnalysis_Agent\app\services\__init__.py)

tests\test_phase0b_critical.py:106: ImportError",fields,OFFLINE_FIXED_CLOCK_FIXTURE,SEMANTIC_GROUNDING,CATALOG_GOVERNANCE_GAP,P0,Semantic Catalog owner,"[""docs/phase0b/critical_before.json"", ""tests/test_phase0b_critical.py::test_c09_governed_default_display_is_used_without_field_question"", ""User Critical Multi-turn Scenario 9"", ""docs/phase0b/final_verified_test_gate.json""]",CATALOG_OWNER_BLOCKER,SEMANTIC_GROUNDING|LEGACY|NEW_TASK|fields|catalog_default_display_gap,bb66d68ebecb957c,OPEN,CATALOG_GOVERNANCE_GAP,"{""tests/test_phase0b_critical.py::test_c09_governed_default_display_is_used_without_field_question"": ""passed""}",Publish a versioned permitted default_display_attributes policy for hospital/entity lists; offline fixture proves consumption only.
critical-10,"[""CRITICAL_SCENARIO_SUITE""]","[""tests/test_phase0b_critical.py::test_c10_display_limit_preserves_row_order""]",[],Existing dataset,只看前5条,DISPLAY_LIMIT preserves order without replanning,"def test_c10_display_limit_preserves_row_order():
        rows = [{'销售额': 2}, {'销售额': 9}]
>       assert plan_dataset_followup('只看前5条', ['销售额'], rows) == {'type': 'limit', 'count': 5}
E       AssertionError: assert None == {'count': 5, 'type': 'limit'}
E        +  where None = plan_dataset_followup('只看前5条', ['销售额'], [{'销售额': 2}, {'销售额': 9}])

tests\test_phase0b_critical.py:117: AssertionError",limit,OFFLINE_FIXED_CLOCK_FIXTURE,DATASET_FOLLOWUP,REAL_PRODUCTION_BUG,P0,DataAnalysis_Agent,"[""docs/phase0b/critical_before.json"", ""tests/test_phase0b_critical.py::test_c10_display_limit_preserves_row_order"", ""User Critical Multi-turn Scenario 10"", ""docs/phase0b/final_verified_test_gate.json""]",FIXED,DATASET_FOLLOWUP|LEGACY|FOLLOW_UP|limit|display_limit_unrecognized,a9240d5ad7d840f8,OPEN,REAL_PRODUCTION_BUG,"{""tests/test_phase0b_critical.py::test_c10_display_limit_preserves_row_order"": ""passed""}",
critical-11,"[""CRITICAL_SCENARIO_SUITE""]","[""tests/test_phase0b_critical.py::test_c11_ranking_uses_requested_count_and_order""]",[],Existing complete dataset,销售额最高5名,GLOBAL_RANKING descending count 5,"def test_c11_ranking_uses_requested_count_and_order():
        operation = plan_dataset_followup('销售额最高5名', ['销售额'], [{'销售额': 2}, {'销售额': 9}])
>       assert operation == {'type': 'sort_limit', 'field': '销售额', 'descending': True, 'count': 5}
E       AssertionError: assert {'count': 1, ... 'sort_limit'} == {'count': 5, ... 'sort_limit'}
E
E         Omitting 3 identical items, use -vv to show
E         Differing items:
E         {'count': 1} != {'count': 5}
E         Use -v to get more diff

tests\test_phase0b_critical.py:122: AssertionError",ranking,OFFLINE_FIXED_CLOCK_FIXTURE,DATASET_FOLLOWUP,REAL_PRODUCTION_BUG,P0,DataAnalysis_Agent,"[""docs/phase0b/critical_before.json"", ""tests/test_phase0b_critical.py::test_c11_ranking_uses_requested_count_and_order"", ""User Critical Multi-turn Scenario 11"", ""docs/phase0b/final_verified_test_gate.json""]",FIXED,DATASET_FOLLOWUP|LEGACY|FOLLOW_UP|ranking|ranking_count_ignored,e50b96526de8bb35,OPEN,REAL_PRODUCTION_BUG,"{""tests/test_phase0b_critical.py::test_c11_ranking_uses_requested_count_and_order"": ""passed""}",
critical-12,"[""CRITICAL_SCENARIO_SUITE""]","[""tests/test_phase0b_critical.py::test_c12_truncated_dataset_cannot_establish_global_top5""]",[],Existing truncated dataset,销售额最高5名,Never establish global Top5 from incomplete rows,"def test_c12_truncated_dataset_cannot_establish_global_top5():
>       assert plan_dataset_followup('销售额最高5名', ['销售额'], [{'销售额': 2}], source_complete=False) is None
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
E       TypeError: plan_dataset_followup() got an unexpected keyword argument 'source_complete'

tests\test_phase0b_critical.py:126: TypeError",completeness,OFFLINE_FIXED_CLOCK_FIXTURE,DATASET_FOLLOWUP,REAL_PRODUCTION_BUG,P0,DataAnalysis_Agent,"[""docs/phase0b/critical_before.json"", ""tests/test_phase0b_critical.py::test_c12_truncated_dataset_cannot_establish_global_top5"", ""User Critical Multi-turn Scenario 12"", ""docs/phase0b/final_verified_test_gate.json"", ""Baseline orchestrator persisted no source_truncated provenance and could reuse explicit incomplete rows; baseline TypeError alone is an acceptance API gap, not the root-cause evidence.""]",FIXED,DATASET_FOLLOWUP|LEGACY|FOLLOW_UP|completeness|explicit_completeness_guard_missing,34557a597b12af99,OPEN,REAL_PRODUCTION_BUG,"{""tests/test_phase0b_critical.py::test_c12_truncated_dataset_cannot_establish_global_top5"": ""passed""}",
critical-13,"[""CRITICAL_SCENARIO_SUITE""]","[""tests/test_phase0b_critical.py::test_c13_quantity_surface_is_not_lost_as_attribute""]",[],,销售数量,Quantity metric is retained; no repeated metric question,PASS,metric,OFFLINE_FIXED_CLOCK_FIXTURE,SEMANTIC_GROUNDING,LEGACY_BEHAVIOR_DEBT,P1,DataAnalysis_Agent,"[""docs/phase0b/critical_before.json"", ""tests/test_phase0b_critical.py::test_c13_quantity_surface_is_not_lost_as_attribute"", ""User Critical Multi-turn Scenario 13"", ""docs/phase0b/final_verified_test_gate.json""]",PASS_AT_BASELINE,SEMANTIC_GROUNDING|LEGACY|NEW_TASK|metric|metric_attribute_role_collision,cf506d7a4645bdb5,PASS_AT_BASELINE,LEGACY_BEHAVIOR_DEBT,"{""tests/test_phase0b_critical.py::test_c13_quantity_surface_is_not_lost_as_attribute"": ""passed""}",
critical-14,"[""CRITICAL_SCENARIO_SUITE""]","[""tests/test_phase0b_critical.py::test_c14_product_name_role_depends_on_requested_operation""]",[],,商品名称 / 列出商品名称 / 按商品名称统计销售额,Bare surface asks list-vs-group operation; explicit projection/grouping preserves role and never invents a measure.,"def test_c14_product_name_role_depends_on_requested_operation():
        listing, grouping = parse('列出商品名称'), parse('按商品名称统计销售额')
        assert listing.primary_intent == PrimaryIntent.DETAIL_QUERY
>       assert '商品名称' in listing.fields
E       AssertionError: assert '商品名称' in []
E        +  where [] = CanonicalAnalysisRequest(schema_version='1.0', request_id=UUID('215b8227-8d9c-4c05-9e5a-47dacb04e6af'), conversation_i..._mode='AUTO', confirmed_memory_ids=[], confirmed_preferences=[], dependency_constraints=[], pending_state_version=None).fields

tests\test_phase0b_critical.py:138: AssertionError",fields,OFFLINE_FIXED_CLOCK_FIXTURE,RULE_PARSE,REAL_PRODUCTION_BUG,P0,DataAnalysis_Agent,"[""docs/phase0b/critical_before.json"", ""tests/test_phase0b_critical.py::test_c14_product_name_role_depends_on_requested_operation"", ""User Critical Multi-turn Scenario 14"", ""docs/phase0b/final_verified_test_gate.json""]",FIXED,RULE_PARSE|LEGACY|NEW_TASK|fields|explicit_attribute_lost,d4efecf1a82f6db7,OPEN,REAL_PRODUCTION_BUG,"{""tests/test_phase0b_critical.py::test_c14_product_name_role_depends_on_requested_operation"": ""passed""}",
critical-15,"[""CRITICAL_SCENARIO_SUITE""]","[""tests/test_phase0b_critical.py::test_c15_default_time_cannot_determine_turn_relation""]",[],上海销售额,查询订单笔数,Default time/readiness cannot change turn relation,"def test_c15_default_time_cannot_determine_turn_relation():
        previous, current = parse('上海销售额'), parse('查询订单笔数')
        gate = TurnAdmissionGate()
        first = gate.evaluate(question=current.original_question, current=current, previous=previous, message_id='m2')
        current.time_range = None
        current.missing_slots = ['time_range']
        second = gate.evaluate(question=current.original_question, current=current, previous=previous, message_id='m2')
>       assert first.relation == second.relation == TurnRelation.STANDALONE_NEW_TOPIC
E       AssertionError: assert <TurnRelation...NE_NEW_TOPIC'> == <TurnRelation...OUS_RELATION'>
E
E         - AMBIGUOUS_RELATION
E         + STANDALONE_NEW_TOPIC

tests\test_phase0b_critical.py:150: AssertionError",time_range,OFFLINE_FIXED_CLOCK_FIXTURE,TURN_ADMISSION,REAL_PRODUCTION_BUG,P0,DataAnalysis_Agent,"[""docs/phase0b/critical_before.json"", ""tests/test_phase0b_critical.py::test_c15_default_time_cannot_determine_turn_relation"", ""User Critical Multi-turn Scenario 15"", ""docs/phase0b/final_verified_test_gate.json""]",FIXED,TURN_ADMISSION|LEGACY|NEW_TASK|time_range|readiness_pollutes_relation,a5992e53c912b53b,OPEN,REAL_PRODUCTION_BUG,"{""tests/test_phase0b_critical.py::test_c15_default_time_cannot_determine_turn_relation"": ""passed""}",
trace-01,"[""CLOSURE_SOURCE_AUDIT""]","[""tests/test_phase0b_regressions.py::test_final_clarification_has_scoped_reason_without_raw_text""]",[],,,Every final clarification has a structured scoped reason,See baseline source and final regression evidence,clarification,OFFLINE_SOURCE_AND_REGRESSION,INTENT_ASL_CONTRACT,REAL_PRODUCTION_BUG,P0,DataAnalysis_Agent,"[""e4d3bb5:app/domain/models.py:AgentResponse lacked ClarificationDecisionTrace"", ""docs/phase0b/final_verified_test_gate.json""]",FIXED,INTENT_ASL_CONTRACT|LEGACY|QUERY|clarification|missing_reason_trace,4155d78a105e99c2,OPEN,REAL_PRODUCTION_BUG,"{""tests/test_phase0b_regressions.py::test_final_clarification_has_scoped_reason_without_raw_text"": ""passed""}",
trace-02,"[""CLOSURE_SOURCE_AUDIT""]","[""tests/test_phase0b_regressions.py::test_same_pending_question_is_suppressed_and_state_retained"", ""tests/test_phase0b_regressions.py::test_root_dag_mapping_question_is_not_repeated""]",[],,,Do not re-ask the same unresolved Pending question,See baseline source and final regression evidence,clarification,OFFLINE_SOURCE_AND_REGRESSION,PENDING_ADMISSION,REAL_PRODUCTION_BUG,P0,DataAnalysis_Agent,"[""e4d3bb5:app/services/orchestrator.py:_request_clarification and _resume_task_plan unconditionally reissued questions"", ""docs/phase0b/final_verified_test_gate.json""]",FIXED,PENDING_ADMISSION|LEGACY|QUERY|clarification|repeated_pending_question,52eef5f2700e0193,OPEN,REAL_PRODUCTION_BUG,"{""tests/test_phase0b_regressions.py::test_same_pending_question_is_suppressed_and_state_retained"": ""passed"", ""tests/test_phase0b_regressions.py::test_root_dag_mapping_question_is_not_repeated"": ""passed""}",
